recording,date,time,temperature,humidity,pressure,lux,oxidizing,reducing,nh3,noise_amp,pm1_0,pm2_5,pm_10
recording_4,07/25/22,17:57:03,75.4364677732857,32.956073748206855,1000.1127805577067,411.77385,20480.17381857686,2803.1740349621145,2492.5816023738876,27.78920362541155,0.0,0.0,0.0
recording_4,07/25/22,17:57:05,100.27684278673087,32.79995703909361,1000.1147997238437,435.47675,1172.6898311967052,275182.7956989248,3733.3333333333335,15.381300489490668,1.0,1.0,1.0
recording_4,07/25/22,17:57:07,100.2325985373677,32.602410439478284,1000.1146916740971,453.84655,1169.3735498839908,455468.6040477427,7492.881530631967,16.360862187288713,1.0,2.0,2.0
recording_4,07/25/22,17:57:09,100.1739892906588,32.62100837701169,1000.1158821493348,452.5429,1212.5152377082488,581928.8025889971,10725.34019362264,23.951754833576004,1.0,3.0,3.0
recording_4,07/25/22,17:57:11,100.13146887009785,32.68153510432195,1000.1052364515351,442.40985,1265.7021672186393,660279.0697674418,13801.699716713882,18.70727965471736,1.0,3.0,3.0
recording_4,07/25/22,17:57:12,100.10905946377085,32.687799078569114,1000.1041380755977,439.0321,1315.6548034426612,717626.3736263744,16385.42890716804,18.6638208704718,1.0,4.0,4.0
recording_4,07/25/22,17:57:14,100.0900976608483,32.3753913954335,1000.1023126334271,443.06165,1369.0337601862632,760570.0082850051,19013.319126265316,25.559855987521562,1.0,4.0,5.0
recording_4,07/25/22,17:57:16,100.0809040602335,32.33335598009608,1000.1006522060736,445.43185,1409.1332712022368,784955.6313993178,21108.43373493976,26.00218522212091,0.0,2.0,3.0
recording_4,07/25/22,17:57:17,100.08147866025656,32.32126166391747,1000.1099931346017,422.91405,1449.2888785264631,806292.213473317,23037.690457097036,23.645007681421756,0.0,2.0,3.0
recording_4,07/25/22,17:57:19,100.09469446135216,32.32706790221382,1000.1094316511814,427.4769,1482.7948209494928,820088.8888888889,24687.67908309456,12.985075275756211,0.0,3.0,3.0
recording_4,07/25/22,17:57:21,100.1033134626499,32.36915013015949,1000.1015018289561,420.603,1516.3398692810458,834334.2366757006,26291.05786090006,12.694403703101143,1.0,3.0,4.0
recording_4,07/25/22,17:57:22,100.10158966235352,32.44137113432903,1000.0988866694358,425.8177,1543.204110228865,846564.1025641036,27830.90924555584,13.54065727133068,0.0,3.0,4.0
recording_4,07/25/22,17:57:24,100.06883746022154,32.18348426589822,1000.0981831854823,427.47705,1570.0934579439252,860837.2093023271,29422.08355000867,29.331894242300592,0.0,3.0,4.0
recording_4,07/25/22,17:57:26,100.0044822753992,32.25051661981583,1000.1100539439898,420.12905,1593.6422602699702,864261.4379084983,30730.024639211544,19.22332134786714,0.0,2.0,3.0
recording_4,07/25/22,17:57:27,99.94529851201558,32.353193921835114,1000.1224829164069,421.4327,1617.210335554776,869446.0093896713,31945.03435352905,19.325837507995743,0.0,2.0,3.0
recording_4,07/25/22,17:57:29,99.91944153482743,32.317597602887766,1000.1332283161358,427.0029,1637.4269005847955,875568.998109641,33065.606361829035,24.626793976582537,0.0,2.0,3.0
recording_4,07/25/22,17:57:31,99.89875595606048,32.30580414941941,1000.1289907706933,425.0474,1657.6576576576579,874689.3295561852,34140.84507042254,25.644193528884895,0.0,2.0,2.0
recording_4,07/25/22,17:57:32,99.88668936967119,32.311907295918964,1000.1098118769362,431.09165,1674.5274738135645,875568.998109641,35006.46352723915,24.978332816085636,0.0,2.0,2.0
recording_4,07/25/22,17:57:34,99.87864497924635,32.318010325358145,1000.1057632732341,418.6475,1691.4071645984548,877333.3333333335,35777.63292671571,18.85886662857261,0.0,2.0,2.0
recording_4,07/25/22,17:57:36,99.85910860417015,32.11997502016518,1000.1049273404734,419.06235,1708.2967386849348,885356.255969437,36771.0843373494,29.731740465641064,0.0,2.0,2.0
recording_4,07/25/22,17:57:38,99.83497543822435,32.07821481741815,1000.1088852044032,424.7511,1725.1962047557693,882666.6666666671,37643.7054631829,12.356097310630402,0.0,2.0,2.0
recording_4,07/25/22,17:57:39,99.82290885660514,32.096342287598674,1000.1014742106104,432.336,1738.722905682484,882666.6666666671,38342.87355221595,21.78729768299492,0.0,2.0,2.0
recording_4,07/25/22,17:57:41,99.79935029509235,32.12090033967091,1000.0985364741769,422.7363,1752.2559474979491,879992.4026590696,39089.24264351182,16.53790007823898,0.0,2.0,2.0
recording_4,07/25/22,17:57:43,99.76602355541276,32.103319003846856,1000.0960553159213,427.1214,1765.7953346618217,879992.4026590696,39726.49572649573,21.297551346382267,0.0,2.0,2.0
recording_4,07/25/22,17:57:44,99.70741447819184,32.2304188543854,1000.0970867073588,424.27695,1775.9540418547394,882666.6666666671,40457.23233509494,22.374480447391335,1.0,2.0,3.0
recording_4,07/25/22,17:57:46,99.65282761169372,32.33302958910416,1000.0929207182229,432.9877,1789.5045441219584,879104.364326376,41036.526533425225,18.18259277534782,1.0,2.0,3.0
recording_4,07/25/22,17:57:48,99.63731345300673,32.495607619590345,1000.0908745943468,421.07695,1799.671592775041,880882.1292775669,41738.99246330821,23.33976523448432,1.0,2.0,3.0
recording_4,07/25/22,17:57:49,99.61490411531473,32.56196097445669,1000.0964873029096,415.74375,1809.8422194850139,879992.4026590696,42373.09112685897,19.768416171206425,2.0,4.0,4.0
recording_4,07/25/22,17:57:51,99.60973273013552,32.6160330393587,1000.0969648678135,423.92125,1820.0164261410303,878218.0094786732,42886.324872077865,21.771777836314044,2.0,4.0,4.0
