Group5,7/16/19 12:02,9796, (133,124, 124) ,39.11358574,99457.2853,156.84,0.147,0.171,0.345,0.483
Group5,7/16/19 12:03,19163, (138,128, 130) ,39.54250387,99466.89778,155.53,0.147,0.282,0.411,0.48
Group5,7/16/19 12:04,14784, (149,136, 138) ,39.20538582,99459.99545,155.91,0.147,0.285,0.411,0.48
Group5,7/16/19 12:05,13271, (149,136, 139) ,39.46683052,99465.07007,155.71,0.15,0.285,0.411,0.483
Group5,7/16/19 12:00,0, (0,0, 0) ,24.00018438,99110.56315,338.54,0.423,4.712,0.567,0.459
Group6,7/16/19 11:52,0, (0,0, 0) ,30.35869124,98958.03505,166.9,0.123,1.507,0.54,0.582
Group6,7/16/19 11:52,0, (0,0, 0) ,30.10412035,98958.01132,161.29,0,0.411,0.36,0.591
Group6,7/16/19 11:55,0, (0,0, 0) ,26.94962313,98977.81154,242.98,0.108,2.518,0.681,0.588
Group6,7/16/19 12:03,1090, (107,85, 49) ,27.38147452,98970.86436,219.3,0.114,2.329,0.63,0.483
Group6,7/16/19 12:04,1143, (105,86, 49) ,27.76877167,98977.18215,219,0.123,2.092,0.681,0.471
Group6,7/16/19 12:05,1153, (105,86, 49) ,28.46765585,98973.17546,218.9,0.123,2.029,0.684,0.483
Group6,7/16/19 12:06,1120, (105,86, 49) ,29.1356985,98967.36599,220.28,0.126,2.563,0.672,0.498
Group6,7/16/19 12:07,1154, (106,86, 49) ,29.72522555,98966.3851,220.3,0.126,2.329,0.606,0.57
Group6,7/16/19 12:08,1211, (112,85, 47) ,30.19043133,98970.90166,91.42,0.129,1.891,0.687,0.54
Group6,7/16/19 12:27,0, (0,0, 0) ,36.15233153,99744.77355,197.73,0.15,2.506,2.905,0.477
Group6,7/16/19 12:28,15493, (117,106, 108) ,36.75998075,99731.27857,20.18,0.135,2.479,2.899,0.438
Group6,7/16/19 12:29,9314, (104,101, 104) ,36.66026366,99724.23523,281.74,0.138,2.551,2.896,0.546
Group6,7/16/19 12:30,17432, (110,105, 108) ,37.39817289,99724.25137,275.2,0.141,2.455,2.896,1.738
Group6,7/16/19 12:31,14295, (102,100, 102) ,37.81885879,99757.40021,39.12,0.141,2.188,2.893,1.063
Group6,7/16/19 12:32,4366, (135,127, 127) ,38.08217806,99804.91024,226.95,0.144,2.476,2.893,0.459
Group6,7/16/19 12:33,9785, (178,155, 150) ,38.64153944,99809.05276,200.75,0.144,2.392,2.893,0.417
Group6,7/16/19 12:34,20071, (154,132, 126) ,39.62876667,99802.26545,255.82,0.144,2.551,2.893,0.432
Group6,7/16/19 12:35,15528, (164,145, 141) ,40.44024609,99800.65412,224.71,0.135,2.437,2.317,0.423
Group6,7/16/19 12:36,14032, (166,146, 142) ,40.70388507,99798.30944,225.4,0.135,2.437,2.887,0.444
Group6,7/16/19 12:37,15629, (163,147, 144) ,40.75062965,99787.70594,224.65,0.129,2.251,2.896,0.438
Group6,7/16/19 12:38,15461, (169,152, 150) ,41.1822392,99782.89172,224.95,0.129,2.431,2.896,0.435
Group6,7/16/19 12:39,16727, (167,150, 148) ,41.24238424,99789.23301,225.65,0.132,2.878,2.896,0.441
Group6,7/16/19 12:27,0, (0,0, 0) ,40.57705156,99764.57092,198.63,0.123,2.497,2.77,0.423
Group6,7/16/19 12:28,17684, (139,127, 128) ,39.49227435,99773.93774,148.21,0.117,2.263,2.767,0.438
Group6,7/16/19 12:29,19653, (125,118, 118) ,38.8110625,99770.55259,154.48,0.117,2.533,2.764,0.438
Group6,7/16/19 12:27,0, (0,0, 0) ,43.32941222,99713.68353,207.99,0.123,2.479,2.89,0.429
Group6,7/16/19 12:28,26316, (129,118, 122) ,43.29295034,99721.53228,199.95,0.117,2.422,2.893,0.423
Group6,7/16/19 12:29,21796, (106,103, 108) ,42.85634392,99714.35134,198.99,0.117,1.339,2.899,0.435
Group6,7/16/19 12:30,27317, (127,117, 120) ,43.52761553,99718.36212,199.4,0.12,2.446,2.911,0.435
Group6,7/16/19 12:27,0, (0,0, 0) ,41.7291555,99710.10084,213.97,0.132,2.461,1.711,0.399
Group6,7/16/19 12:28,33365, (126,114, 112) ,41.6228883,99698.95839,284.82,0.12,2.5,1.69,0.399
Group6,7/16/19 12:29,39760, (124,110, 110) ,40.84785847,99704.39406,283.84,0.12,2.176,2.587,0.435
Group6,7/16/19 12:30,28586, (126,115, 116) ,40.49852083,99704.42156,284.71,0.12,2.665,2.668,0.444
Group6,7/16/19 12:31,32504, (128,116, 117) ,41.30502238,99695.16346,284.12,0.12,2.608,2.782,0.441
Group6,7/16/19 12:32,52500, (118,105, 103) ,40.96752486,99689.64097,284.99,0.12,3.043,2.881,0.441
Group6,7/16/19 12:33,51922, (119,105, 103) ,41.22150487,99694.41431,285.03,0.117,2.461,2.908,0.438
Group6,7/16/19 12:34,31281, (128,117, 117) ,41.51350489,99688.75056,284.67,0.123,2.458,2.908,0.435
Group6,7/16/19 12:35,15188, (138,130, 133) ,41.37233507,99685.82994,127.12,0.117,2.224,2.902,0.435
Group6,7/16/19 12:27,0, (0,0, 0) ,41.87624698,99477.46498,213.91,0.147,2.449,1.879,0.408
Group6,7/16/19 12:28,28636, (130,124, 127) ,41.39227957,99478.07186,326.17,0.12,2.164,1.873,0.414
Group6,7/16/19 12:29,20886, (105,108, 117) ,40.26355233,99480.2555,328.06,0.117,2.362,1.87,0.405
Group6,7/16/19 12:30,31458, (126,122, 125) ,40.94259435,99476.51036,327.56,0.12,2.347,1.87,0.408
Group6,7/16/19 12:27,0, (0,0, 0) ,42.83671071,99488.02615,239.15,0.12,2.503,2.893,0.423
Group7,7/16/19 11:43,0, (0,0, 0) ,26.00043942,99211.16321,27.51,0.063,2.683,0.651,0.795
Group7,7/16/19 11:44,2110, (98,98, 63) ,26.50936547,99419.45411,141.72,0.066,2.524,0.564,0.753
Group7,7/16/19 11:45,2019, (99,97, 64) ,26.89447622,99578.45287,146.46,0.063,2.56,0.681,0.636
Group7,7/16/19 11:46,2014, (99,97, 64) ,27.32996615,99757.83921,146.74,0.063,2.638,0.837,0.516
Group7,7/16/19 11:47,2009, (99,97, 64) ,27.90596967,99996.23174,147.1,0.066,2.644,0.585,0.738
Group7,7/16/19 11:48,2007, (99,97, 64) ,28.37454457,100192.0402,147.65,0.066,2.626,0.606,0.612
Group7,7/16/19 11:49,2008, (100,97, 64) ,28.78363938,100362.5179,147.14,0.066,2.728,0.45,0.75
Group7,7/16/19 11:50,1994, (100,97, 64) ,28.91231652,100414.6145,145.68,0.066,2.452,0.864,0.465
Group7,7/16/19 11:53,0, (0,0, 0) ,28.91960014,100407.1959,42.11,0.063,2.536,0.699,0.516
Group7,7/16/19 11:53,2404, (106,93, 63) ,28.93325692,100411.5414,98.93,0.063,2.206,0.627,0.48
Group7,7/16/19 11:54,2364, (107,92, 63) ,28.90988865,100399.5267,100.2,0.063,2.086,0.726,0.498
Group7,7/16/19 11:54,2406, (106,93, 63) ,28.90563987,100405.4658,98.03,0.063,2.575,0.705,0.507
Group7,7/16/19 11:55,1584, (104,95, 61) ,28.95359036,100420.0345,99.6,0.063,2.446,0.696,0.516
Group7,7/16/19 11:56,0, (0,0, 0) ,28.97483426,100427.6841,48.59,0.066,3.034,0.741,0.333
Group7,7/16/19 11:59,0, (0,0, 0) ,41.00736203,106477.8637,349.4,0.072,2.488,1.102,2.941
Group7,7/16/19 12:00,65535, (255,255, 255) ,42.5535553,107211.6923,324.47,0.066,2.137,0.636,2.944
Group7,7/16/19 12:01,50541, (126,117, 118) ,41.89913617,106830.1046,326.42,0.069,2.422,0.624,2.944
Group7,7/16/19 12:02,50055, (125,118, 119) ,41.43594661,106568.2167,324.61,0.069,2.422,0.624,2.941
Group7,7/16/19 11:59,0, (0,0, 0) ,42.81702423,107072.9358,38.88,0.063,1.879,1.243,2.929
Group7,7/16/19 12:00,65535, (255,255, 255) ,44.19630415,107721.7046,127.17,0.063,2.428,0.645,2.929
Group7,7/16/19 12:01,39055, (119,119, 124) ,41.7079108,106390.3829,126.24,0.063,2.26,0.663,2.929
Group7,7/16/19 11:59,0, (0,0, 0) ,42.35929304,106408.867,347.65,0.063,2.419,1.066,2.65
Group7,7/16/19 12:00,65535, (162,152, 158) ,41.957718,106194.7608,183.04,0.063,2.515,0.636,2.641
Group7,7/16/19 12:01,65535, (255,255, 255) ,43.45232785,106984.2798,183.11,0.063,2.5,0.636,2.641
Group7,7/16/19 12:02,65535, (255,255, 255) ,45.06291918,107750.2169,183.21,0.063,2.185,0.639,2.638
Group7,7/16/19 12:03,17092, (124,123, 129) ,45.74104053,108003.7043,181.84,0.063,2.506,0.63,2.944
Group7,7/16/19 11:59,0, (0,0, 0) ,41.85269568,105954.464,329.39,0.066,2.368,1.126,2.95
Group7,7/16/19 12:00,65535, (255,255, 255) ,42.96120402,106495.1933,355.17,0.063,2.407,0.543,2.953
Group7,7/16/19 12:01,52280, (100,103, 111) ,42.84737785,106452.051,353.33,0.063,2.194,0.627,2.953
Group7,7/16/19 12:02,65535, (255,255, 255) ,43.69030239,106843.1141,354.28,0.066,2.455,0.633,2.956
Group7,7/16/19 12:03,65535, (231,222, 230) ,44.57907063,107272.1588,353.37,0.066,2.017,0.633,2.956
Group7,7/16/19 12:04,65535, (114,111, 116) ,45.47483018,107674.711,354.09,0.066,2.314,0.618,2.956
Group7,7/16/19 12:05,65535, (255,255, 255) ,46.38608065,108084.3232,354.08,0.066,2.479,0.621,2.959
Group7,7/16/19 11:59,0, (0,0, 0) ,42.49163415,106077.4181,340.99,0.069,2.056,1.141,2.917
Group7,7/16/19 12:00,23322, (80,105, 121) ,42.04604613,105808.7665,183.22,0.069,2.488,0.597,2.917
Group7,7/16/19 12:01,65535, (245,255, 255) ,42.45642411,106035.793,182.99,0.069,2.494,0.636,2.917
Group7,7/16/19 12:02,65535, (255,255, 255) ,43.96955912,106776.6567,183.46,0.069,2.482,0.582,2.917
Group7,7/16/19 12:03,65535, (255,255, 255) ,46.50841119,108064.9265,182.94,0.069,2.5,0.576,2.92
Group7,7/16/19 12:04,65535, (255,255, 255) ,47.36746211,108396.513,182.72,0.066,2.458,0.585,2.92
Group7,7/16/19 12:05,65535, (255,255, 255) ,47.76906396,108512.2317,183.42,0.069,2.479,0.603,2.773
Group7,7/16/19 11:59,0, (0,0, 0) ,24.14017043,97005.65626,23.24,0.075,2.59,0.852,2.89
Group8,7/16/19 11:43,0, (0,0, 0) ,25.79847635,98882.56555,327.49,0.123,2.47,0.525,0.855
Group8,7/16/19 11:44,2234, (98,88, 54) ,26.42998453,98875.12683,279.48,0.123,2.587,0.957,0.468
Group8,7/16/19 11:45,2218, (98,88, 54) ,26.83910262,98875.30147,279.21,0.123,2.509,0.846,0.408
Group8,7/16/19 11:46,2225, (98,88, 54) ,27.58631429,98873.4812,278.83,0.126,2.524,0.534,1.078
Group8,7/16/19 11:47,0, (0,0, 0) ,27.79320221,98878.71384,337.06,0.129,2.509,0.753,0.549
Group8,7/16/19 11:48,1827, (102,86, 54) ,27.70573229,98877.21187,307.25,0.129,2.35,0.693,0.525
Group8,7/16/19 11:49,1823, (101,86, 54) ,27.52086709,98879.18125,305.94,0.129,2.44,0.663,0.591
Group8,7/16/19 11:50,1610, (104,85, 53) ,27.6151607,98876.93906,319.78,0.129,2.494,0.633,0.489
Group8,7/16/19 11:51,1913, (101,87, 54) ,27.94705022,98873.7834,310.38,0.135,2.518,0.705,0.516
Group8,7/16/19 11:52,2050, (100,87, 54) ,28.34624991,98880.95206,298.52,0.135,2.563,0.681,0.492
Group8,7/16/19 11:52,0, (0,0, 0) ,34.71136634,99752.88426,79.89,0.162,2.434,0.681,0.477
Group8,7/16/19 11:53,23398, (131,130, 137) ,35.72759591,99751.76682,262.19,0.135,2.599,0.693,0.489
Group8,7/16/19 11:54,15613, (147,140, 147) ,36.7196413,99741.72146,260.85,0.135,2.476,0.591,0.489
Group8,7/16/19 11:55,12714, (145,140, 149) ,37.31772807,99736.92945,260.93,0.135,2.545,0.624,0.477
