recording,date,time,temperature,humidity,pressure,lux,oxidizing,reducing,nh3,noise_amp,pm1_0,pm2_5,pm_10
recording_2,07/25/22,17:45:10,72.54356852650642,39.69325777784245,1000.490957320741,53.86355,11925.568573397657,1192.5956014623107,925.0317662007624,24.291474606074633,3.0,3.0,3.0
recording_2,07/25/22,17:45:12,94.74073077811576,39.83593192968395,1000.4857270259849,51.5526,826.5682656826568,212336.50966512391,1959.4236989120845,19.25159009674206,4.0,4.0,4.0
recording_2,07/25/22,17:45:14,94.64499756640996,40.31639753707632,1000.4838655066563,47.28615,833.1219005881675,308631.8904920461,3958.632437036136,21.514361380287383,4.0,4.0,4.0
recording_2,07/25/22,17:45:15,94.53444857236755,40.50045593581901,1000.4895617146908,46.75285,869.193929952109,380879.43262411345,6003.019627579266,24.775982159359824,4.0,4.0,4.0
recording_2,07/25/22,17:45:17,94.41079334554372,40.27556141497745,1000.493477107599,45.56775,915.1700640988623,437046.52326163085,8133.263925039042,28.887635619829947,4.0,4.0,4.0
recording_2,07/25/22,17:45:19,94.306512745285,41.282945214538586,1000.4994738911296,46.8714,944.7654263924197,475607.3354908308,9886.757136172206,24.698015615100868,4.0,4.0,4.0
recording_2,07/25/22,17:45:20,94.22958447754394,41.792392208181475,1000.4984956413699,47.2269,977.6852815354376,506878.35522558534,11650.49076806919,27.840971796655676,4.0,4.0,4.0
recording_2,07/25/22,17:45:22,94.16861172886566,41.52597072298842,1000.4908998918016,47.2269,1007.3457111458154,528925.8160237389,13296.210363495748,15.567399779326118,4.0,4.0,4.0
recording_2,07/25/22,17:45:24,94.08655498257954,41.383941262231716,1000.4837079957454,40.82725,1033.7364735837048,554278.6377708979,14993.30115969171,22.354104969647896,3.0,3.0,3.0
recording_2,07/25/22,17:45:25,94.0295711559576,42.55031997323074,1000.4815419437134,46.4566,1050.2431118314425,563095.4773869351,16036.252009940068,19.421829977380277,3.0,4.0,4.0
recording_2,07/25/22,17:45:27,94.00050941225993,43.17177850385462,1000.4753402034345,42.0716,1060.1516818155503,568588.086185045,16980.377637911883,27.29211887713903,3.0,4.0,4.0
recording_2,07/25/22,17:45:29,93.98170475740946,43.503156956129196,1000.4736423449665,40.23475,1073.3684637211188,572972.5590299936,17949.579831932777,26.709062587138863,3.0,4.0,4.0
recording_2,07/25/22,17:45:31,93.98569362340365,43.982454600829804,1000.4820661784936,40.23475,1083.2850689215802,586084.6905537463,19047.590040356354,21.586935922945997,3.0,4.0,4.0
recording_2,07/25/22,17:45:32,93.99936973614496,43.136272304710864,1000.4764518450274,37.62745,1103.1286210892238,598883.7209302324,20409.02395534538,24.652778449091414,3.0,4.0,4.0
recording_2,07/25/22,17:45:34,93.99823006003815,44.219130544615595,1000.4886180602819,40.23475,1116.3653222067687,607257.0659488562,21271.658173265387,30.165747346437062,3.0,4.0,4.0
recording_2,07/25/22,17:45:36,93.98455394739507,44.30780662520683,1000.4841692758414,39.9977,1129.6081613725944,610396.2136578773,22309.23248053393,18.27267129402728,3.0,4.0,4.0
recording_2,07/25/22,17:45:37,93.9503636709442,44.579878305337616,1000.4813588961683,43.84935,1142.857142857143,614932.6072157936,23037.690457097036,22.171112112361012,3.0,4.0,4.0
recording_2,07/25/22,17:45:39,93.94181610298257,44.94658712802103,1000.4939328888554,44.08635,1149.4839383045344,616764.5051194545,23721.750384210955,23.985548121783093,3.0,4.0,4.0
recording_2,07/25/22,17:45:41,93.93155902203638,44.62123302573638,1000.4972059474261,44.91595,1156.1122709348178,611298.5781990525,24240.983473092896,16.403948347448896,3.0,4.0,4.0
recording_2,07/25/22,17:45:42,93.92187177952931,45.57931131914594,1000.4824650118109,43.49375,1166.057653268372,624662.9834254152,25481.481481481485,20.6894665228856,3.0,4.0,4.0
recording_2,07/25/22,17:45:44,93.90021794547553,44.49691145108221,1000.4855580733642,40.64945,1179.323548181238,632268.1564245811,26229.267478725178,18.080449016660587,3.0,4.0,4.0
recording_2,07/25/22,17:45:46,93.87172606306464,44.035466330598794,1000.4767214894382,49.538,1192.5956014623107,631787.8576413121,27067.846607669613,17.75885329618772,3.0,4.0,4.0
recording_2,07/25/22,17:45:47,93.8540610985391,45.212449394348425,1000.4881816571999,53.9822,1195.9145775301765,632749.1264849757,27405.26360328341,19.84109067945093,3.0,4.0,4.0
recording_2,07/25/22,17:45:49,93.86260866177363,44.69204490455192,1000.4750254138146,52.5601,1209.194334803808,655111.111111112,28899.64682573865,27.135078925631955,3.0,4.0,4.0
recording_2,07/25/22,17:45:51,93.86545784962081,43.44976107664092,1000.4588246950184,53.0933,1225.8027056842595,644497.5124378115,29555.55555555555,16.469995125213625,3.0,4.0,4.0
recording_2,07/25/22,17:45:52,93.866597524774,43.15983479639773,1000.4596447209815,54.75255,1242.4207224997097,641523.0007077145,30274.509803921566,18.991746727171115,3.0,4.0,4.0
recording_2,07/25/22,17:45:54,93.87856411437669,45.04104297314811,1000.4577764040837,52.38225,1235.7723577235772,634196.0784313728,29674.547983310153,32.09417374354462,3.0,4.0,4.0
recording_2,07/25/22,17:45:56,93.88312281541508,45.40177850355861,1000.4670169785936,49.83425,1239.096347058482,632749.1264849757,30010.995723885157,17.288378882356096,3.0,4.0,4.0
recording_2,07/25/22,17:45:58,93.87799427675608,45.667850757197385,1000.474209438153,47.81955,1245.7454841145382,638084.5070422539,30859.96298581123,15.541781678949162,4.0,5.0,5.0
recording_2,07/25/22,17:45:59,93.87229590066272,45.21838404439639,1000.4729772561783,47.8196,1252.3961661341855,650523.2974910402,31554.410588966864,26.93158505076967,4.0,5.0,5.0
