recording,date,time,temperature,humidity,pressure,lux,oxidizing,reducing,nh3,noise_amp,pm1_0,pm2_5,pm_10
recording_4,07/25/22,16:26:34,71.71017717283685,43.771154678348395,999.2232508118158,1543.6852,21192.982456140355,1209.194334803808,777.4641396393802,18.780400098761863,5.0,5.0,5.0
recording_4,07/25/22,16:26:36,93.24536186539459,43.285227315285354,999.2244734069416,2856.0506,1040.3379825221368,207318.19396206253,2589.941742955654,22.178823344874235,5.0,7.0,7.0
recording_4,07/25/22,16:26:37,93.34340159998166,41.86202172705295,999.239122830692,1812.4544,1060.1516818155503,320183.20610687026,5866.800577490428,26.813488366191688,5.0,7.0,7.0
recording_4,07/25/22,16:26:39,93.45806803214393,41.11434785475487,999.2479396718286,1684.8451,1106.4372211599746,387165.4676258995,8850.638241873932,21.487022524562978,5.0,8.0,8.0
recording_4,07/25/22,16:26:41,93.54234791197467,40.698779745304606,999.2527919618714,2628.024,1152.797912438388,439525.3896430368,11776.096822995461,20.699199784770737,5.0,7.0,7.0
recording_4,07/25/22,16:26:42,93.6186011746867,40.86480380392423,999.2459991967278,2572.803,1189.27701056052,475034.48275862087,13990.058230365006,13.587294332290552,5.0,8.0,8.0
recording_4,07/25/22,16:26:44,93.74072113699286,40.38367480082013,999.2404507819232,2491.98885,1225.8027056842595,515031.2862108925,16497.241632953293,27.87684849878244,5.0,7.0,7.0
recording_4,07/25/22,16:26:46,93.82557449880173,39.87871625303625,999.2271978973934,2506.3171,1252.3961661341855,539169.0821256043,18424.224118402177,16.396368762594555,5.0,7.0,7.0
recording_4,07/25/22,16:26:47,93.91788124734741,39.706157308123956,999.2352256572002,2518.70955,1279.0143546231186,566222.2222222228,20438.653637350708,22.36710600402435,4.0,7.0,7.0
recording_4,07/25/22,16:26:49,94.03369475843672,39.325574288007154,999.2401629343788,2411.5167,1298.9942445206675,583584.685269306,22203.602316908673,22.964894284737294,5.0,7.0,7.0
recording_4,07/25/22,16:26:51,94.10937491970414,39.13513089278227,999.2399982718765,2085.24955,1318.988077929631,598883.7209302324,23915.673396578288,21.959193757338912,5.0,7.0,7.0
recording_4,07/25/22,16:26:53,94.1873484564847,39.15858854583457,999.2316223587461,2392.9804,1335.6602675974405,608598.7862441001,25360.40944361895,13.722458050039755,5.0,7.0,7.0
recording_4,07/25/22,16:26:54,94.26302869014424,39.14641387281556,999.2324172702434,2956.21535,1345.668237621458,620923.0769230776,26788.7442251155,19.669895047195748,5.0,7.0,7.0
recording_4,07/25/22,16:26:56,94.31290886364181,39.2056093998984,999.239221151968,3314.7209,1359.0176337077344,631787.8576413121,28188.9467839754,18.601853638841284,5.0,7.0,7.0
recording_4,07/25/22,16:26:58,94.38858915645761,39.24095485300441,999.2380130534158,2320.27045,1372.3732464054951,639553.9872971069,29585.272664119482,14.992709820731662,5.0,6.0,6.0
recording_4,07/25/22,16:26:59,94.44534939946863,39.145608822902844,999.2308606117795,2509.2641,1382.3940381928273,646494.6543121887,30798.767062967858,20.16861524500105,4.0,6.0,6.0
recording_4,07/25/22,16:27:01,94.50956303190331,39.014579390489025,999.2317909121397,2557.37915,1395.7605404146286,657169.3198263396,32236.347358997315,23.9482000303861,4.0,6.0,6.0
recording_4,07/25/22,16:27:03,94.56861666296143,39.00238494901741,999.2411540780461,2578.75265,1402.4461269656379,656653.6514822858,33226.86945500634,11.277670101172227,4.0,5.0,5.0
recording_4,07/25/22,16:27:04,94.66780387854499,39.00194484041441,999.2395993384077,2575.9859,1415.8219736688804,664994.8792977324,34397.138402274606,24.608767527112615,4.0,5.0,5.0
recording_4,07/25/22,16:27:06,94.75151105611309,38.977749278260625,999.2400284271185,2391.67025,1425.8579502417992,667641.7033773864,35462.509279881226,22.685150715410156,4.0,5.0,5.0
recording_4,07/25/22,16:27:08,94.87019185523823,38.96536473585159,999.247080206268,2403.5265,1435.897435897436,671380.0738007384,36640.28574114109,19.114448721456203,4.0,5.0,5.0
recording_4,07/25/22,16:27:09,94.94185904693043,39.07211965595486,999.2460958808799,2452.4841,1439.2447112302582,671380.0738007384,37386.39378434717,17.45344585067228,4.0,5.0,5.0
recording_4,07/25/22,16:27:11,95.01008624313053,39.113436577181645,999.2371275889824,3385.3718,1449.2888785264631,672994.0828402371,38351.90503542026,16.93276338126886,4.0,5.0,5.0
recording_4,07/25/22,16:27:13,95.11672712884966,39.243850222804646,999.2426223616063,3339.6958,1452.6377149519092,681724.5508982043,39291.50149859809,18.72357661272574,4.0,5.0,5.0
recording_4,07/25/22,16:27:15,95.20043454035391,39.28516407540257,999.2473123775219,2016.9294,1462.6865671641792,686727.9577995487,40580.107790298876,19.565978189327527,4.0,5.0,5.0
recording_4,07/25/22,16:27:16,95.25948842539638,39.29685363238334,999.2455374016955,1737.7698,1469.387755102041,690101.438304316,41593.82117041291,16.294351293734287,4.0,5.0,5.0
recording_4,07/25/22,16:27:18,95.311088925245,39.27878359387347,999.2509503242945,2651.61745,1476.090506181479,690101.438304316,42461.53846153847,22.646398215266355,4.0,5.0,5.0
recording_4,07/25/22,16:27:20,95.36268944166915,39.837817286260254,999.2887920075086,2570.88855,1476.090506181479,679522.3880597021,42461.53846153847,17.07371930489083,4.0,5.0,5.0
recording_4,07/25/22,16:27:21,95.48538406950844,39.658802443446966,999.2889602691,2321.91435,1479.4424680702166,684495.8677685959,43055.27638190955,21.346300134422634,5.0,8.0,8.0
recording_4,07/25/22,16:27:23,95.67974631196384,39.62236996435785,999.2807261688213,3059.57325,1482.7948209494928,695219.512195122,44213.523131672606,29.07781894162586,5.0,8.0,8.0
