recording,date,time,temperature,humidity,pressure,lux,oxidizing,reducing,nh3,noise_amp,pm1_0,pm2_5,pm_10
recording_7,07/10/23,15:41:27,78.09435492625576,43.21802664741526,1000.2379717064449,37942.0201,15270.518475667079,4432.889815439328,3427.1932469098588,23.560406470537412,11.0,17.0,17.0
recording_7,07/10/23,15:41:29,98.2003118494153,43.05917808656575,1000.2386047816844,37941.0427,1292.3327326629078,273081.8030050084,7078.4,15.960301651968534,12.0,20.0,20.0
recording_7,07/10/23,15:41:31,98.29737651984718,42.64720802088941,1000.2474079955947,37943.18195,1355.679702048417,393430.0045599635,13643.866591294518,13.051746310113067,11.0,17.0,17.0
recording_7,07/10/23,15:41:33,98.39272834191391,42.47648459021363,1000.2611693275979,37942.0201,1419.1669094086806,451779.49510561564,18751.611679939324,20.83698010877234,10.0,16.0,16.0
recording_7,07/10/23,15:41:34,98.53547069718346,42.56481832661953,1000.268050272659,37938.719,1469.387755102041,489132.7433628319,23298.414997184005,21.29311416369003,9.0,16.0,18.0
recording_7,07/10/23,15:41:36,98.63481945193729,42.311571276522926,1000.2644550045579,37938.719,1509.627727856226,516025.53685432416,27201.080533513425,24.077583335212534,9.0,16.0,18.0
recording_7,07/10/23,15:41:38,98.69591325717637,42.24676511544951,1000.2592707071116,37938.719,1549.9240920238235,531716.1598091832,30936.5793419776,20.314718070621904,9.0,15.0,17.0
recording_7,07/10/23,15:41:39,98.75301029259835,42.26441494800212,1000.2587999946138,37939.88085,1576.8197219301321,541695.5730745911,33910.600255427846,28.580608046695122,9.0,15.0,16.0
recording_7,07/10/23,15:41:41,98.84493656262283,41.99926152117134,1000.2498383624238,37942.0201,1603.740502630041,549777.5046097111,37016.23254058135,25.085074729333694,9.0,15.0,16.0
recording_7,07/10/23,15:41:43,98.92944026136294,41.85777178571962,1000.239823711084,37943.18195,1623.9476145930778,553900.99009901,39559.43377932907,12.409773333147099,9.0,16.0,17.0
recording_7,07/10/23,15:41:45,99.04192160557783,41.84000985629282,1000.229301856274,37942.20455,1644.168908644286,556173.9130434785,42098.935005474275,24.641798361393196,8.0,16.0,17.0
recording_7,07/10/23,15:41:46,99.11728986034942,41.86353521988051,1000.2265458343567,37948.6223,1661.0308313344644,558463.8403990028,44305.312436393244,20.495745794756782,8.0,15.0,16.0
recording_7,07/10/23,15:41:48,99.14755136661577,41.804568428377905,1000.2298748991358,37949.78415,1677.9026217228466,564264.3171806172,46549.16241806264,19.29783774291199,8.0,15.0,16.0
recording_7,07/10/23,15:41:50,99.15440302921,41.73384471376104,1000.2310737521756,37949.78415,1691.4071645984548,566615.287428933,48639.55833952649,30.987413899820726,9.0,15.0,17.0
recording_7,07/10/23,15:41:51,99.14241261986348,42.03444731222646,1000.2281184944893,37949.78415,1708.2967386849348,565437.5788146285,49785.123966942156,18.90297662787491,9.0,16.0,17.0
recording_7,07/10/23,15:41:53,99.12299957807292,41.786927755678064,1000.2335595014328,37950.946,1718.435230733193,565829.652996846,51610.001091822254,25.219008630396882,9.0,16.0,18.0
recording_7,07/10/23,15:41:55,99.09216710479714,41.61602660239886,1000.2394621726563,37949.78415,1731.9587628865982,564654.9118387914,53316.77018633541,25.848481082825554,10.0,17.0,18.0
recording_7,07/10/23,15:41:56,99.09273807647024,41.46865896827185,1000.2341400252249,37949.78415,1745.4886337004923,566615.287428933,55028.50061957869,20.8419137915929,10.0,17.0,18.0
recording_7,07/10/23,15:41:58,99.09216710479714,41.40378955141198,1000.2346989953232,37947.6449,1759.0248476324425,566222.2222222228,56717.291857273565,20.75915425967663,9.0,17.0,20.0
recording_7,07/10/23,15:42:00,99.17381607482727,41.439042929445776,1000.2359439417688,37948.6223,1765.7953346618217,563095.4773869351,58034.47876894597,17.621792814422708,10.0,17.0,19.0
recording_7,07/10/23,15:42:02,99.25432314219289,41.244385916570685,1000.250969378449,37942.20455,1775.9540418547394,565045.9987397611,59762.27390180879,22.385364486657306,10.0,17.0,19.0
recording_7,07/10/23,15:42:03,99.30456870840194,41.173546883092115,1000.2512155825525,37943.18195,1782.7284985636395,564264.3171806172,60971.27937336815,14.759885328556422,10.0,17.0,19.0
recording_7,07/10/23,15:42:05,99.35138845481444,41.008348528330366,1000.2489960481051,37943.18195,1789.5045441219584,567797.468354431,62746.987951807234,16.33277601192683,11.0,16.0,20.0
recording_7,07/10/23,15:42:07,99.38964362368299,40.742888518616354,1000.2494844981826,37942.0201,1799.671592775041,562318.6951066504,64048.72107186359,19.159675737311403,11.0,16.0,20.0
recording_7,07/10/23,15:42:08,99.43874728673845,40.67196445829606,1000.2415605760407,37940.85825,1806.4516129032259,567008.8495575227,65424.17149193053,30.01004679720188,11.0,16.0,20.0
recording_7,07/10/23,15:42:10,99.5318158989412,40.541935915133514,1000.2322615416051,37939.6964,1816.6246260339062,564264.3171806172,66571.8194254446,26.961903647409176,11.0,16.0,20.0
