recording,date,time,temperature,humidity,pressure,lux,oxidizing,reducing,nh3,noise_amp,pm1_0,pm2_5,pm_10
recording_3,07/10/23,14:18:45,70.54282153755892,53.203440390180944,1000.1029201008173,779.1131,2157.7860388269314,624193.2367149767,75711.88026192704,16.41590252826267,3.0,3.0,3.0
recording_3,07/10/23,14:18:47,92.32191713028075,52.782394506830634,1000.0989741454512,748.77315,2181.818181818182,626076.1245674749,79106.23714873202,25.639556350919605,6.0,8.0,8.0
recording_3,07/10/23,14:18:49,92.26980635480788,52.787104738963706,1000.0991151963968,740.0616,2205.8701942951634,631308.2287308229,82543.71661512511,26.67201583345643,6.0,9.0,9.0
recording_3,07/10/23,14:18:50,92.23921960335795,52.76417706863824,1000.103540133876,784.26775,2226.50203816388,632268.1564245811,85142.77531147072,17.9286376194876,7.0,10.0,10.0
recording_3,07/10/23,14:18:52,92.16898338187144,52.68487594939836,1000.117349522132,802.22285,2243.706417681125,632749.1264849757,87820.22471910114,14.350690249890372,8.0,11.0,11.0
recording_3,07/10/23,14:18:54,92.13839665009117,52.45999156128463,1000.1205163056128,808.56335,2264.365098131946,633230.7692307694,90644.84451718496,24.725036265689212,8.0,10.0,10.0
recording_3,07/10/23,14:18:55,92.07948888717911,52.307901914921715,1000.1307157292774,638.37485,2285.0384387936133,638573.643410853,93265.48538543087,20.713712662382264,8.0,10.0,10.0
recording_3,07/10/23,14:18:57,92.03530807952015,51.690190629462116,1000.1284380806712,396.1288,2309.175885937408,639553.9872971069,96169.21414234987,20.50192485003181,7.0,10.0,10.0
recording_3,07/10/23,14:18:59,91.97526751470897,51.51002676791988,1000.1372059408367,519.3264,2326.429163214582,635649.1228070178,98313.44919367469,12.797164769413584,8.0,11.0,11.0
recording_3,07/10/23,14:19:00,91.92712179538685,51.55983423293344,1000.1512718267165,440.86865,2343.6926537619133,632749.1264849757,99801.45431552328,13.2656409792684,7.0,9.0,9.0
recording_3,07/10/23,14:19:02,91.87954251081712,51.48632580568552,1000.152385491383,463.14985,2360.966366650877,635649.1228070178,102253.05073859988,18.10190868712923,8.0,11.0,11.0
recording_3,07/10/23,14:19:04,91.84782299579237,51.30653919063066,1000.1615634220248,460.0686,2378.250310963691,636621.2227687986,104468.90263757738,27.149594281938025,7.0,10.0,10.0
recording_3,07/10/23,14:19:06,91.8229005242035,51.64265033790205,1000.16362562185,485.1939,2388.625592417062,628444.4444444444,105706.31665299428,24.399283490038172,8.0,11.0,11.0
recording_3,07/10/23,14:19:07,91.82516620327515,51.446592766025205,1000.1658597311487,456.09785,2402.465039108794,629873.3472512178,107259.89729998345,22.440554012713616,8.0,11.0,11.0
recording_3,07/10/23,14:19:09,91.84555731639331,51.60947787402558,1000.1580769394806,521.4592,2409.387222946545,627021.4830214829,108431.09776443109,14.968604200423862,8.0,12.0,12.0
recording_3,07/10/23,14:19:11,91.85688571371603,51.89546187667907,1000.1667283306565,562.11005,2419.7735759587454,628444.4444444444,109230.51131601009,19.852592543429633,8.0,12.0,12.0
recording_3,07/10/23,14:19:12,91.85971781317461,51.8169963906674,1000.1594171324728,618.52325,2430.163623428978,625133.3794056678,110486.4864864865,18.979752809312526,8.0,13.0,13.0
recording_3,07/10/23,14:19:14,91.8676476919308,51.67138998802015,1000.1560973324694,839.19945,2440.5573673287877,627021.4830214829,112277.27505548917,14.22994768607658,8.0,13.0,13.0
recording_3,07/10/23,14:19:16,91.87274547134301,51.81722811419274,1000.1530281119169,899.7012,2450.954809631123,624193.2367149767,113259.83170187194,25.832251543357813,8.0,12.0,12.0
recording_3,07/10/23,14:19:17,91.89200375061833,52.90496799972532,1000.1574945628232,890.3974,2454.4214459403356,620458.4763212086,113288.90415664726,17.61600029159604,8.0,12.0,12.0
recording_3,07/10/23,14:19:19,91.91239487242946,53.68419060727139,1000.1582487622221,838.9016,2454.4214459403356,620458.4763212086,113492.69131556318,25.038158903427444,8.0,12.0,12.0
recording_3,07/10/23,14:19:21,91.9356180977223,53.71269890790471,1000.1478393141022,855.435,2457.8884934756825,618606.4339493504,114430.57236728344,25.85677247689308,8.0,12.0,12.0
recording_3,07/10/23,14:19:23,91.96054058722913,53.24782147589334,1000.156602058451,670.37305,2464.823822517499,617684.2105263164,115140.823059559,14.588370895978107,7.0,11.0,11.0
recording_3,07/10/23,14:19:24,91.96847047108484,53.16963771734318,1000.1462471523164,680.74345,2478.6994185356593,621854.195323247,116700.19274575087,12.370846789322222,7.0,12.0,12.0
recording_3,07/10/23,14:19:26,91.99226012505854,52.867182657891604,1000.1400224917967,679.025,2492.5816023738876,618606.4339493504,117888.49682427666,26.809074951490782,7.0,12.0,12.0
recording_3,07/10/23,14:19:28,92.0098191576879,52.69943869763348,1000.1353308321601,567.38425,2502.997566332285,619068.4931506856,119093.26701012612,16.131823857728044,8.0,13.0,13.0
recording_3,07/10/23,14:19:29,92.04040586438387,52.598980496947355,1000.1210364515616,612.1238,2513.4172405604368,619994.5130315508,120094.33625156336,23.90350354819044,7.0,13.0,13.0
recording_3,07/10/23,14:19:31,92.06816047377198,52.481634101977406,1000.1314981603573,609.63515,2523.84062704115,617224.0437158475,121138.7491013659,21.24586289978464,7.0,13.0,13.0
recording_3,07/10/23,14:19:33,92.09195014287238,52.45393914463266,1000.1292603710992,601.45735,2537.7442537269117,618145.0068399459,122680.20304568534,12.176779611244882,7.0,13.0,13.0
recording_3,07/10/23,14:19:34,92.1134741323118,52.54962068487317,1000.1291425563675,754.04625,2544.698544698545,619068.4931506856,123821.2005108557,22.61550609709938,8.0,14.0,14.0
