recording,date,time,temperature,humidity,pressure,lux,oxidizing,reducing,nh3,noise_amp,pm1_0,pm2_5,pm_10
recording_2,07/25/22,16:33:47,73.16173039502581,35.03862605586621,999.4509545555254,1958.01605,7875.567077122489,79851.13714679533,18205.691913868395,20.837995598760333,4.0,7.0,7.0
recording_2,07/25/22,16:33:49,99.53302027666152,34.57041023951097,999.4469229477014,2810.19385,925.0317662007624,422214.4590004852,18865.172806684393,15.068206700763561,3.0,6.0,6.0
recording_2,07/25/22,16:33:50,99.54441443281897,34.75985841362211,999.4472884217896,2864.61635,931.6081330868761,456266.1122661124,23471.05305595872,18.550805704332564,4.0,7.0,7.0
recording_2,07/25/22,16:33:52,99.56948157924661,34.84262013081395,999.4557056969539,2907.057,941.4755329597319,462463.966333509,25840.073071493814,13.090087158072807,5.0,8.0,8.0
recording_2,07/25/22,16:33:54,99.63271917079291,34.72321169975165,999.4547507050983,2616.64595,954.6373880381393,465757.543673902,27525.423728813555,22.26505078459678,5.0,7.0,8.0
recording_2,07/25/22,16:33:55,99.71532687340598,34.61602739405684,999.4587604646102,2456.26895,964.5127730898163,466864.72148541163,28709.926944563817,20.298522392744637,5.0,7.0,8.0
recording_2,07/25/22,16:33:57,99.80021345401607,34.472727788122214,999.4611106979861,2568.1393,974.3915833285162,472188.6387995714,29906.040268456378,20.263787396783737,5.0,8.0,9.0
recording_2,07/25/22,16:33:59,99.85832375687082,34.205480918234066,999.4555910414446,2593.9396,984.2738205365403,471905.731119443,30974.938228026833,27.84517259945495,5.0,7.0,8.0
recording_2,07/25/22,16:34:00,99.88680920722285,34.42455049825902,999.453169978178,2606.7751,994.1594864974268,471340.8239700375,31772.731320687508,22.259778873403075,4.0,7.0,8.0
recording_2,07/25/22,16:34:02,99.9215614635803,34.33524343447327,999.4509105209086,2608.41615,1000.7518362153722,469653.3333333333,32307.499328017206,24.759142104967307,3.0,5.0,6.0
recording_2,07/25/22,16:34:04,99.9471983788885,34.293521246996725,999.4573480277693,2576.49285,1007.3457111458154,471058.8235294118,32985.19321054533,22.877684904553146,3.0,5.0,6.0
recording_2,07/25/22,16:34:06,99.99163570857245,34.21581567628931,999.4681198573735,2566.71885,1013.9411118181293,470495.7264957265,33559.29123125852,18.291606339675354,3.0,5.0,6.0
recording_2,07/25/22,16:34:07,100.06170998452401,34.13802524670263,999.4709953853369,2583.33465,1020.5380387619324,475320.7547169813,34363.98643073256,12.660352122380088,3.0,5.0,5.0
recording_2,07/25/22,16:34:09,100.11925067329126,33.840998198342156,999.478688118545,2582.98475,1027.136492507088,477622.089875474,35259.25925925926,19.61858829603296,2.0,4.0,4.0
recording_2,07/25/22,16:34:11,100.15970008086035,33.97105211991699,999.476643531342,2561.81285,1033.7364735837048,476756.756756757,35846.053489889106,17.092723235527007,2.0,4.0,4.0
recording_2,07/25/22,16:34:12,100.20527689048133,33.95273058280672,999.4776997127965,2390.2831,1043.6393101053363,473607.7377753897,36155.212716222544,18.801596183741577,2.0,4.0,4.0
recording_2,07/25/22,16:34:14,100.26395705215428,33.768219844950565,999.4757414276655,2409.29675,1046.9410198529838,474177.51479289954,36509.85545335086,16.511522091084146,2.0,3.0,3.0
recording_2,07/25/22,16:34:16,100.31409157641232,33.696432863482336,999.479441504992,2416.57975,1053.5455861070914,472755.36480686703,36849.74093264249,27.668932107323485,2.0,4.0,4.0
recording_2,07/25/22,16:34:17,100.36593524884576,33.636614368949544,999.4846957638798,2497.044,1060.1516818155503,475607.3354908308,37342.172554219156,18.444162247437458,2.0,4.0,4.0
recording_2,07/25/22,16:34:19,100.38473570567331,33.63654501529298,999.486601700429,2683.47805,1066.7593075096984,477622.089875474,37902.439024390245,13.244029887458597,2.0,4.0,5.0
recording_2,07/25/22,16:34:21,100.4018270319958,33.57685170026904,999.479953376278,2772.4043,1070.063694267516,475034.48275862087,38315.78947368421,25.334491642153324,2.0,5.0,5.0
recording_2,07/25/22,16:34:22,100.45594957750066,33.56431078552898,999.4764903780447,2567.0516,1076.6736159369934,472471.84986595187,38514.767932489456,20.03512568088101,2.0,5.0,5.0
recording_2,07/25/22,16:34:24,100.52659376994515,33.54568021917218,999.493236514666,2611.53465,1079.9791509816414,471058.8235294118,38723.69053339741,19.83080978329856,2.0,5.0,5.0
recording_2,07/25/22,16:34:26,100.59381972423127,33.4262975900604,999.5022535790298,3045.9771,1083.2850689215802,470777.12453233567,39025.067489394525,15.139888053345794,2.0,5.0,5.0
recording_2,07/25/22,16:34:28,100.6490817588388,33.70475279294727,999.5001484873844,3196.5537,1089.8980537534756,469093.2338838572,39236.254710600064,17.60693191035164,2.0,5.0,5.0
recording_2,07/25/22,16:34:29,100.61945674820134,33.45619847245989,999.495569918937,3049.6091,1093.2051207785437,475894.22558014054,39828.8770053476,19.00941693889729,2.0,5.0,5.0
recording_2,07/25/22,16:34:31,100.55564905177599,33.61711443562454,999.4865517857346,3014.476,1096.5125709651259,475894.22558014054,40419.48738016044,17.59908690169495,2.0,5.0,5.0
recording_2,07/25/22,16:34:33,100.5191875224866,33.55777840816406,999.479207083621,2994.909,1103.1286210892238,475034.48275862087,40684.32411222288,22.201102243467616,2.0,5.0,5.0
recording_2,07/25/22,16:34:34,100.56305530093708,33.53945212365948,999.4898207304811,3002.23,1106.4372211599746,479361.21673003834,41362.441963844714,25.354016221436343,2.0,5.0,5.0
recording_2,07/25/22,16:34:36,100.60065626355143,33.31367932943167,999.4962444619061,2999.1685,1113.055571652083,478200.5420054204,41622.820919175916,16.886953989379407,2.0,5.0,6.0
